"Year","Outcome","RE","mean","LL","UL"
2005,"QALY","Hisp",0.821049912647104,0.810462649603704,0.831637175690504
2006,"QALY","Hisp",0.812736038373545,0.799009590743317,0.826462486003773
2007,"QALY","Hisp",0.805597066522793,0.791104684946198,0.820089448099388
2008,"QALY","Hisp",0.798427399374074,0.78117224015169,0.815682558596457
2009,"QALY","Hisp",0.788853248400586,0.768635618601339,0.809070878199833
2010,"QALY","Hisp",0.778425796319092,0.756194868030589,0.800656724607596
2011,"QALY","Hisp",0.767480791570754,0.742745865895664,0.792215717245844
2012,"QALY","Hisp",0.758075086738512,0.734543754523914,0.78160641895311
2013,"QALY","Hisp",0.745650451453259,0.72051725724222,0.770783645664298
2014,"QALY","Hisp",0.734222503658138,0.707135465347508,0.761309541968767
2015,"QALY","Hisp",0.721855586459673,0.691693153419948,0.752018019499398
2001,"All-cause mortality","Hisp",0,0,0
2002,"All-cause mortality","Hisp",0.00475915045130121,0.00227688308003175,0.00724141782257068
2003,"All-cause mortality","Hisp",0.0100030531576231,0.00658852872656518,0.013417577588681
2004,"All-cause mortality","Hisp",0.0164980957239585,0.0118375447008644,0.0211586467470526
2005,"All-cause mortality","Hisp",0.0276316014490523,0.0201407505537938,0.0351224523443109
2006,"All-cause mortality","Hisp",0.0351831770238772,0.0243468915175462,0.0460194625302082
2007,"All-cause mortality","Hisp",0.041512117064639,0.029991257068041,0.0530329770612371
2008,"All-cause mortality","Hisp",0.0488571389270095,0.0338627409287317,0.0638515369252873
2009,"All-cause mortality","Hisp",0.0576305165267985,0.0394323957492135,0.0758286373043836
2010,"All-cause mortality","Hisp",0.0685092664175337,0.0474726020655859,0.0895459307694816
2011,"All-cause mortality","Hisp",0.0796230794157256,0.0560707086613886,0.103175450170063
2012,"All-cause mortality","Hisp",0.0891437337977385,0.0658893757450654,0.112398091850412
2013,"All-cause mortality","Hisp",0.102111976339039,0.0782142133389466,0.126009739339131
2014,"All-cause mortality","Hisp",0.112695152854153,0.0856701795469951,0.139720126161311
2015,"All-cause mortality","Hisp",0.126245122139515,0.0957622333315675,0.156728010947462
2001,"Incident Stroke","Hisp",0,0,0
2002,"Incident Stroke","Hisp",0.00400357377455976,0.00176977760057297,0.00623736994854655
2003,"Incident Stroke","Hisp",0.00353720398855261,0.000418341625917269,0.00665606635118795
2004,"Incident Stroke","Hisp",0.00326270686092986,0.00119205445047433,0.0053333592713854
2005,"Incident Stroke","Hisp",0.00362646590175623,0.00170669773485431,0.00554623406865815
2006,"Incident Stroke","Hisp",0.00370718477516451,0.000995520624571311,0.00641884892575771
2007,"Incident Stroke","Hisp",0.0030666324463483,0.000744353711004413,0.00538891118169218
2008,"Incident Stroke","Hisp",0.00274999161424764,0.00132165381648163,0.00417832941201366
2009,"Incident Stroke","Hisp",0.00342168852673929,0.00153091390924968,0.00531246314422889
2010,"Incident Stroke","Hisp",0.00379568649498111,0.00158065982276193,0.00601071316720029
2011,"Incident Stroke","Hisp",0.00260950793198672,0.000777264400853674,0.00444175146311976
2012,"Incident Stroke","Hisp",0.00414288747488092,0.00172460568012517,0.00656116926963668
2013,"Incident Stroke","Hisp",0.00529699481836647,0.00261715388691276,0.00797683574982018
2014,"Incident Stroke","Hisp",0.00652999224877329,0.0035837243484578,0.00947626014908879
2015,"Incident Stroke","Hisp",0.00366441691039759,0.00173379636414653,0.00559503745664865
2001,"Incident CHD","Hisp",0,0,0
2002,"Incident CHD","Hisp",0.00424184777203675,0.00156202632810039,0.00692166921597312
2003,"Incident CHD","Hisp",0.00520011583184274,0.00266471155876791,0.00773552010491756
2004,"Incident CHD","Hisp",0.00386581795869319,0.00164978136075347,0.00608185455663291
2005,"Incident CHD","Hisp",0.00226708944281169,0.00115368970669702,0.00338048917892636
2006,"Incident CHD","Hisp",0.00535235749272791,0.00321306048269459,0.00749165450276123
2007,"Incident CHD","Hisp",0.00419195796173232,0.00179990260638496,0.00658401331707969
2008,"Incident CHD","Hisp",0.00266717852341349,0.00137762467589125,0.00395673237093573
2009,"Incident CHD","Hisp",0.00420831671107253,0.00133725999712992,0.00707937342501515
2010,"Incident CHD","Hisp",0.00433606568561399,0.00239484985245074,0.00627728151877725
2011,"Incident CHD","Hisp",0.00426551448505382,0.00215695126433222,0.00637407770577541
2012,"Incident CHD","Hisp",0.00416701132590505,0.00267714486789656,0.00565687778391354
2013,"Incident CHD","Hisp",0.00563943756795435,0.00315035971641398,0.00812851541949472
2014,"Incident CHD","Hisp",0.00573687441706959,0.00246290481547085,0.00901084401866834
2015,"Incident CHD","Hisp",0.0040786855066229,0.000776262734845727,0.00738110827840006
