"Year","Outcome","RE","mean","LL","UL"
2005,"QALY","Hisp",0.827202995854705,0.816598079624798,0.837807912084612
2006,"QALY","Hisp",0.818096937837712,0.805552143979395,0.830641731696029
2007,"QALY","Hisp",0.811708360220884,0.797442165682922,0.825974554758845
2008,"QALY","Hisp",0.804708443004856,0.789859249823144,0.819557636186569
2009,"QALY","Hisp",0.795323617069421,0.776746493124946,0.813900741013896
2010,"QALY","Hisp",0.787303225868762,0.768756652795468,0.805849798942057
2011,"QALY","Hisp",0.777409649413422,0.757627429514614,0.79719186931223
2012,"QALY","Hisp",0.766516961264415,0.743908694546331,0.789125227982499
2013,"QALY","Hisp",0.756350525809975,0.730483873359707,0.782217178260243
2014,"QALY","Hisp",0.74237428818585,0.715095831358334,0.769652745013366
2015,"QALY","Hisp",0.730449004287277,0.698624328801566,0.762273679772988
2001,"All-cause mortality","Hisp",0,0,0
2002,"All-cause mortality","Hisp",0.0042817495133885,0.00223374522922978,0.00632975379754722
2003,"All-cause mortality","Hisp",0.0103328546453315,0.00666108349070688,0.0140046257999562
2004,"All-cause mortality","Hisp",0.0169652047785324,0.0115954127744573,0.0223349967826075
2005,"All-cause mortality","Hisp",0.0236128310152691,0.016756291557293,0.0304693704732452
2006,"All-cause mortality","Hisp",0.0322669589369979,0.0234447575623999,0.0410891603115958
2007,"All-cause mortality","Hisp",0.0375085409887358,0.0277635765391891,0.0472535054382825
2008,"All-cause mortality","Hisp",0.0444188153299585,0.0328478589946772,0.0559897716652399
2009,"All-cause mortality","Hisp",0.0537548330821201,0.0386936154943205,0.0688160506699197
2010,"All-cause mortality","Hisp",0.0619619809764636,0.0456867997493461,0.0782371622035811
2011,"All-cause mortality","Hisp",0.0716969248954798,0.0535610038137343,0.0898328459772253
2012,"All-cause mortality","Hisp",0.0818765309630607,0.0608180775895501,0.102934984336571
2013,"All-cause mortality","Hisp",0.0927009595349004,0.0674720191534221,0.117929899916379
2014,"All-cause mortality","Hisp",0.106030584533113,0.0796608117911968,0.132400357275029
2015,"All-cause mortality","Hisp",0.11961942419266,0.0888630985066534,0.150375749878667
2001,"Incident Stroke","Hisp",0,0,0
2002,"Incident Stroke","Hisp",0.00335838641164023,0.000824833758311753,0.00589193906496872
2003,"Incident Stroke","Hisp",0.00391882192785311,0.00161135076551303,0.0062262930901932
2004,"Incident Stroke","Hisp",0.00310045948910811,0.00157300250377806,0.00462791647443817
2005,"Incident Stroke","Hisp",0.00337109628421545,0.00128399074135229,0.0054582018270786
2006,"Incident Stroke","Hisp",0.00388507838608433,0.00128094914354379,0.00648920762862488
2007,"Incident Stroke","Hisp",0.00457214911203733,0.000692156051552444,0.00845214217252221
2008,"Incident Stroke","Hisp",0.00271498557024029,0.00121489760361987,0.00421507353686071
2009,"Incident Stroke","Hisp",0.00331575924758232,0.000876647053093268,0.00575487144207137
2010,"Incident Stroke","Hisp",0.00268302188599397,0.00050879935149212,0.00485724442049582
2011,"Incident Stroke","Hisp",0.00310960849541695,0.000785938238124657,0.00543327875270925
2012,"Incident Stroke","Hisp",0.00476035424449842,0.00274999251987274,0.0067707159691241
2013,"Incident Stroke","Hisp",0.00493907416795378,0.00192356166212408,0.00795458667378347
2014,"Incident Stroke","Hisp",0.0045515111153643,0.00224990954570032,0.00685311268502827
2015,"Incident Stroke","Hisp",0.0022778655987319,0.000536920841508001,0.00401881035595579
2001,"Incident CHD","Hisp",0,0,0
2002,"Incident CHD","Hisp",0.00343920927720519,0.00186263127633262,0.00501578727807776
2003,"Incident CHD","Hisp",0.00440304854240023,0.00147322448825706,0.00733287259654339
2004,"Incident CHD","Hisp",0.00419551567140476,0.00141337305493759,0.00697765828787194
2005,"Incident CHD","Hisp",0.00353370608399504,0.00130561140211265,0.00576180076587742
2006,"Incident CHD","Hisp",0.0029907041558399,0.0015754959361712,0.00440591237550861
2007,"Incident CHD","Hisp",0.00565133584973731,0.00209154133791967,0.00921113036155496
2008,"Incident CHD","Hisp",0.00331847426079288,0.00156508416477725,0.00507186435680852
2009,"Incident CHD","Hisp",0.00327628162396178,0.00166438675184585,0.00488817649607771
2010,"Incident CHD","Hisp",0.00381553627337949,0.0018097495503211,0.00582132299643788
2011,"Incident CHD","Hisp",0.00581206411247441,0.00145023279832631,0.0101738954266225
2012,"Incident CHD","Hisp",0.00608252889272059,0.00405414668560121,0.00811091109983996
2013,"Incident CHD","Hisp",0.00735438470875202,0.00399875447548891,0.0107100149420151
2014,"Incident CHD","Hisp",0.00556141426811258,0.00265141574181435,0.00847141279441081
2015,"Incident CHD","Hisp",0.0036590019538193,0.00173448351029076,0.00558352039734784
